Status,Name,Segments,Categories,Incorporation year,Launch year,Ownership type,Incorporation Country,Operational HQ,Number of employees,Cessation date,Cessation of op. reason,Acquisition status
Active,C6 BANK,Digital Banks,"Fully Digitally Native Bank (MSME), Fully Digitally Native Bank (Retail), Banking-as-a-Service (BaaS)",2018,2019,Private,Brazil,Brazil,1001-5000,,,
Active,C2FO,"Digital Lending, Enterprise Tech Provisioning","Invoice Trading, Balance Sheet Business Lending, P2P / Marketplace Business Lending, Digital Accounting, Electronic Invoicing",2020,2012,Private,United States,United States,51-200,,,
Active,c-crowd,Digital Capital Raising,Equity-Based Crowdfunding,2010,2011,Private,Switzerland,Switzerland,6,,,
Active,Byoot,Digital Capital Raising,Real Estate Crowdfunding,2013,2013,Private,United Kingdom,United Kingdom,30,,,
Active,Bybit,"Cryptoasset Exchange, Digital Custody, Consensus Services","Advanced Trading Services, Order-Book, P2P Cryptoasset Marketplaces, Institutional Brokerage Services, Single Dealer Platform / OTC Trading, Hosted Cryptoasset Wallet, Staking-as-a-Service",2018,2018,Private,British Virgin Islands,Singapore,1001-5000,,,
Active,By Miles,InsurTech,"Digital Brokers or Agents, Claims & Risk Management Solutions, IoT (including Telematics), Usage-Based Insurance",2015,2018,Private,United Kingdom,United Kingdom,51-200,,,
Active,BW.com,"Consensus Services, Cryptoasset Exchange, Digital Capital Raising","Pool Operation, Order-Book, Market data, API Interface, Single Dealer Platform / OTC Trading, High-Frequency Trading (HFT) Services, Token Hosting Platform, Margin lending",,2014,Private,China,China,,,,
Active,Buzzbnk,Digital Lending,Invoice Trading,2009,2009,Private,United Kingdom,United Kingdom,6,,,
Active,Bux Zero,WealthTech,Personal Financial Management / Planning,2014,2014,Private,Netherlands,Netherlands,51-200,,,
Inactive,Butterfly Labs,Consensus Services,"Hardware Manufacturing, Cloud Mining",2011,2012,Private,United States,United States,11-50,2014,,
Inactive,Buttercoin,Cryptoasset Exchange,Order-Book,2013,2013,Private,United States,United States,,2015,,
Active,Busha,"Digital Payments, Cryptoasset Exchange, Digital Custody","Payment processor, API Hubs for Payments, Retail Brokerage Services, Hosted Cryptoasset Wallet",2018,2019,Private,Nigeria,Nigeria,11-50,,,
Active,Burfa Tech,Consensus Services,"Hardware Manufacturing, Application development, Investment advisory",2013,2014,Private,Estonia,Estonia,,,,
Active,bunq,"Digital Payments, WealthTech, Digital Banks","Money Transfer (P2P / P2B / B2P / B2B), Digital Remittances (Cross Border-P2P), Personal Financial Management / Planning, Agent Banking (Cash-In / Cash-Out), Fully Digitally Native Bank (MSME), Fully Digitally Native Bank (Retail)",2019,2015,Private,Netherlands,Netherlands,51-200,,,
Active,Bullla,"Digital Lending, WealthTech, Digital Payments, Enterprise Tech Provisioning","P2P / Marketplace Consumer Lending, Customer Cash-Advance, Personal Financial Management / Planning, eMoney Issuers, Money Transfer (P2P / P2B / B2P / B2B), Top-ups & Refills, API Hubs for Payments, Financial Management & Business Intelligence",2019,2020,Private,Brazil,Brazil,51-200,,,
Inactive,Bullion Bitcoin,Cryptoasset Exchange,Retail Brokerage Services,2014,2014,Private,United Kingdom,United Kingdom,,2015,,
Active,Bulb in Town,Digital Capital Raising,"Reward-Based Crowdfunding, Equity-Based Crowdfunding",2012,2012,Private,France,France,6,,,
Active,Bukas,Digital Lending,Balance Sheet Consumer Lending,,2018,Private,Philippines,Philippines,11-50,,,
Active,Built,"Enterprise Tech Provisioning, Digital Lending","Financial Management & Business Intelligence, P2P / Marketplace Property Lending",2021,2015,Private,United States,United States,51-200,,,
Active,Bueno,Digital Banks,Fully Digitally Native Bank (Retail),2020,2013,Private,Bulgaria,Bulgaria,1-10,,,
Active,Buenbit,"Cryptoasset Exchange, Digital Payments","Retail Brokerage Services, Single Dealer Platform / OTC Trading, Top-ups & Refill (Cryptoasset), Financial Solution Provider and Consulting Service",2019,2018,Private,United Kingdom,Argentina,51-200,,,
Active,Buddy Loan,Digital Lending,"P2P / Marketplace Business Lending, P2P / Marketplace Consumer Lending, P2P / Marketplace Property Lending",2019,2019,Private,India,India,51-200,,,
Active,Buddy Finance,Digital Lending,"Balance Sheet Property Lending, Balance Sheet Consumer Lending",2015,2017,Private,"Hong Kong SAR, China","Hong Kong SAR, China",,,,
Active,Buda,"Cryptoasset Exchange, Digital Payments","Order-Book, Payment processor",,2015,Private,Chile,Chile,51-200,,,
Active,Bud,"WealthTech, Enterprise Tech Provisioning, Digital Banks","Personal Financial Management / Planning, Financial Management & Business Intelligence, Banking-as-a-Service (BaaS)",2015,2016,Private,United Kingdom,United Kingdom,51-200,,,
Active,Buckscapital,Digital Capital Raising,Reward-Based Crowdfunding,2013,2013,Private,United Arab Emirates,United Arab Emirates,6,,,
Inactive,BTX Trader,Cryptoasset Exchange,Aggregation,2013,2014,Private,United States,United States,,2015,,
Inactive,Bter,Cryptoasset Exchange,Order-Book,2013,2013,Private,British Virgin Islands,China,,2017,,
Inactive,BTCXIndia,Cryptoasset Exchange,Retail Brokerage Services,2013,2014,Private,India,India,,2018,,
Active,BTCS,Consensus Services,"Hardware Manufacturing, Portfolio management",2013,2013,Public,United States,United States,2,,,
Active,BTCPoint,Cryptoasset Exchange,"Bitcoin Teller Machines (BTM), Business consulting",2014,2015,Private,Netherlands,Netherlands,,,,
Active,BTCNEXT.IO,"Cryptoasset Exchange, Digital Capital Raising","Order-Book, Token Hosting Platform",2019,2019,Private,St. Vincent and the Grenadines,Singapore,,,,
Inactive,BTClevels,Cryptoasset Exchange,Order-Book,,2013,Private,Seychelles,Unidentified,,2019,,
Inactive,BTCjam,Digital Lending,"P2P / Marketplace Consumer Lending, P2P / Marketplace Business Lending, Lending / Borrowing",2012,2012,Private,United States,United States,,2017,,
Active,BTCC,"Cryptoasset Exchange, Digital Custody, Digital Payments","Order-Book, Hosted Cryptoasset Wallet, Retail Brokerage Services, Payment processor",,2011,Private,China,United Kingdom,,,,
Active,BTC.top,Consensus Services,Pool Operation,,2014,Private,Unidentified,China,201-500,,,
Active,BTC.COM,"Consensus Services, Digital Custody","Pool Operation, Hosted Cryptoasset Wallet",2013,2016,Private,"Hong Kong SAR, China",China,125,,,
Inactive,BTC-e,Cryptoasset Exchange,Order-Book,2011,2011,Private,Russian Federation,Russian Federation,,2017,,
Inactive,BTC Trip,Digital Payments,Consumer Spending,2013,2013,Private,United States,United States,,2017,,
Inactive,BTC Trinkets,Digital Payments,Consumer Spending,2012,2012,Private,Finland,Finland,,2018,,
Active,BTC Trade UA,Cryptoasset Exchange,Order-Book,,2014,Private,Unidentified,Ukraine,,,,
Inactive,BTC Oracle,Cryptoasset Exchange,"Retail Brokerage Services, Software oracle",2013,2013,Private,Unidentified,Unidentified,,2017,,
Inactive,BTC Next,"Cryptoasset Exchange, Digital Custody","Retail Brokerage Services, Hardware Cryptoasset Wallet, Business consulting",2013,2013,Private,Netherlands,Netherlands,,2013,,
Inactive,BTC Guild,Consensus Services,Pool Operation,2011,2011,Private,United States,United States,,2015,,
Inactive,BTC Gear,Digital Payments,Top-ups & Refill (Cryptoasset),2012,2012,Private,Unidentified,United States,,2014,,
Active,bsurance,InsurTech,"Customer Management, Claims & Risk Management Solutions",,2017,Private,Austria,Austria,11-50,,,
Inactive,BSAVE,WealthTech,"Digital Wealth Management, Interest-bearing account",2015,2016,Private,United Kingdom,United Kingdom,31,2019,,
Active,Broxel,"Digital Payments, Enterprise Tech Provisioning, Digital Lending, RegTech","Money Transfer (P2P / P2B / B2P / B2B), eMoney Issuers, Points of Access (PoS / mPoS / Online PoS), Top-ups & Refills, Financial Management & Business Intelligence, Electronic Invoicing, Balance Sheet Business Lending, Balance Sheet Consumer Lending, Risk Analytics",,2011,Private,Mexico,Mexico,501-1000,,,
Active,Browntape,Enterprise Tech Provisioning,"Electronic Invoicing, Financial Management & Business Intelligence",2003,2012,Private,India,India,51-200,,,
Active,Broota,Digital Capital Raising,Equity-Based Crowdfunding,2012,2013,Private,Chile,Chile,6,,,
Active,BrokenBit,Cryptoasset Exchange,Single Dealer Platform / OTC Trading,,2020,Private,Russian Federation,Russian Federation,,,,
Active,British Pearl,"WealthTech, Digital Lending","Digital Wealth Management, P2P / Marketplace Property Lending",2010,2011,Private,United Kingdom,United Kingdom,11-50,,,
Active,briq.mx,Digital Capital Raising,Real Estate Crowdfunding,2015,2015,Private,Mexico,Mexico,30,,,
Active,BrikkApp,Digital Capital Raising,Real Estate Crowdfunding,2019,2018,Private,Czech Republic,Czech Republic,1-10,,,
Active,BrightPlan,WealthTech,"Digital Wealth Management, Robo-Advisors, Personal Financial Management / Planning",2015,2016,Private,United States,United States,11-50,,,
Active,Brighte,Digital Lending,Balance Sheet Consumer Lending,2015,2015,Private,Australia,Australia,51-200,,,
Inactive,Bridgewalker,Digital Custody,Hosted Cryptoasset Wallet,2013,2013,Private,Unidentified,Germany,1,2013,,
Active,BRIDGEi2i ,"Enterprise Tech Provisioning, RegTech","Financial Management & Business Intelligence, Risk Analytics, Dynamic Compliance",2011,2011,Private,India,India,1001-5000,,,
Active,Bridge2capital,Digital Lending,Balance Sheet Business Lending,2017,2018,Private,India,India,11-50,,,
Active,bridge21,Digital Payments,Money Transfer (Cryptoasset),2014,2014,Private,United States,United States,6,,,
Active,BRICKX,Digital Capital Raising,Real Estate Crowdfunding,2014,2014,Private,Australia,Australia,30,,,
Active,Bricksave,Digital Capital Raising,Real Estate Crowdfunding,2016,2015,Private,United Kingdom,United Kingdom,11-50,,,
Active,Brickowner,Digital Capital Raising,"Equity-Based Crowdfunding, Real Estate Crowdfunding, Revenue / Profit Share Crowdfunding",2016,2016,Private,United Kingdom,United Kingdom,11-50,,,
Active,Brickfy,Digital Lending,"P2P / Marketplace Business Lending, P2P / Marketplace Property Lending",2019,2019,Private,Estonia,Estonia,1-10,,,
Active,Brick,Enterprise Tech Provisioning,API Management,,2020,Private,Indonesia,Indonesia,11-50,,,
Active,Brex,"Digital Banks, Enterprise Tech Provisioning, Digital Lending","Agent Banking (Cash-In / Cash-Out), Fully Digitally Native Bank (MSME), Financial Management & Business Intelligence, Digital Accounting, Balance Sheet Business Lending",2017,2018,Private,United States,United States,501-1000,,,
Active,Bred Token,Digital Capital Raising,Real Estate Crowdfunding,,2017,Private,Unidentified,Canada,6,,,
Active,Breathe Life,InsurTech,Technical Service Provider (TSP),2017,2017,Private,Canada,Canada,51,,,
Active,Breakout Capital,Digital Lending,Balance Sheet Business Lending,2014,2014,Private,United States,United States,6,,,
Active,Breakaway Funding,Digital Capital Raising,Equity-Based Crowdfunding,2013,2015,Private,United States,United States,6,,,
Active,Breadwallet,Digital Custody,Unhosted Cryptoasset Wallet,2017,2014,Private,Switzerland,Switzerland,40,,,
Active,Bread,"Digital Lending, Digital Payments","Customer Cash-Advance, API Hubs for Payments, Payment Gateways",2015,2015,Private,United States,United States,51-200,,,
Active,BRDGE,"Digital Lending, Digital Capital Raising","P2P / Marketplace Business Lending, Equity-Based Crowdfunding, Education and Training",2014,2017,Private,Singapore,Singapore,11-50,,,
Inactive,Braziliex,"Cryptoasset Exchange, Digital Payments","Order-Book, Payment processor",2017,2017,Private,Brazil,Brazil,11-50,2021,,
Inactive,Brawker,Digital Payments,Top-ups & Refill (Cryptoasset),2013,2014,Private,"Hong Kong SAR, China",Unidentified,,2015,,
Active,Brave New Coin,"Cryptoasset Exchange, Enterprise Tech Provisioning","Aggregation, Financial Management & Business Intelligence, Market data, Industry research, Online newspaper, Network statistics, Data aggregation, Shows",2014,2014,Private,New Zealand,Australia,,,,
Active,Brass ,"Digital Banks, Enterprise Tech Provisioning, Digital Lending, Digital Payments","Agent Banking (Cash-In / Cash-Out), Financial Management & Business Intelligence, Digital Accounting, Electronic Invoicing, Balance Sheet Business Lending, Payment Gateways",,2020,Private,Nigeria,Nigeria,11-50,,,
Active,Brasil Bitcoin,"Cryptoasset Exchange, Digital Payments","Single Dealer Platform / OTC Trading, Money Transfer (Cryptoasset)",,2018,Private,Brazil,Brazil,,,,
Active,Brankas,"WealthTech, Digital Payments, Enterprise Tech Provisioning","Personal Financial Management / Planning, Money Transfer (P2P / P2B / B2P / B2B), Payment Gateways, API Hubs for Payments, Financial Management & Business Intelligence, Enterprise Blockchain, API Management",2016,2016,Private,Singapore,Indonesia,51-200,,,
Active,Branch International,Digital Lending,Balance Sheet Consumer Lending,2015,2015,Private,Kenya,United States,51-200,,,
Active,Braiins Systems,Consensus Services,"Pool Operation, Firmware & Software Development",2011,2016,Private,Czech Republic,Czech Republic,,,,
Active,Braid,"Digital Banks, Digital Payments","Agent Banking (Cash-In / Cash-Out), Money Transfer (P2P / P2B / B2P / B2B)",2018,2018,Private,United States,United States,1-10,,,
Active,Bowtie,InsurTech,"Usage-Based Insurance, Comparison Portal, Claims & Risk Management Solutions",2017,2019,Private,"Hong Kong SAR, China","Hong Kong SAR, China",51-200,,,
Active,BOWPI,"Enterprise Tech Provisioning, WealthTech, Digital Identity, Alternative Credit Analytics, RegTech","AI / ML / NLP, Cloud Computing, Financial Management & Business Intelligence, Digital Wealth Management, KYC Solutions, Security & Biometrics, Biometric Analytics, Credit Scoring, Regulatory Reporting",,2016,Private,Unidentified,Guatemala,32,,,
Active,Bouwaandeel,"Digital Lending, Digital Capital Raising","Balance Sheet Property Lending, Real Estate Crowdfunding",2015,2015,Private,Netherlands,Netherlands,6,,,
Active,Bountysource,Digital Capital Raising,Reward-Based Crowdfunding,2012,2012,Private,United States,United States,6,,,
Active,Bought By Many,InsurTech,Digital Brokers or Agents,2011,2012,Private,United Kingdom,United Kingdom,201-500,,,
Active,Botsfolio,Cryptoasset Exchange,Trading Bots,2019,2020,Private,United States,United States,1-10,,,
Active,Borza terjatev,Digital Lending,Invoice Trading,2014,2014,Private,Slovenia,Slovenia,6,,,
Active,BorsadelCredito.it,Digital Lending,P2P / Marketplace Business Lending,2013,2015,Private,Italy,Italy,6,,,
Active,BorrowersFirst,Digital Lending,P2P / Marketplace Consumer Lending,2013,2013,Private,United States,United States,76,,,
Active,Borrowell,Digital Lending,P2P / Marketplace Consumer Lending,2014,2015,Private,Canada,Canada,76,,,
Active,Borro Private Finance,Digital Lending,P2P / Marketplace Consumer Lending,2008,2008,Private,United States,United States,76,,,
Active,Boozt24,Digital Lending,"Invoice Trading, Debt-Based Securities",2013,2013,Private,Netherlands,Netherlands,1-10,,,
Active,Boosted,Digital Lending,P2P / Marketplace Consumer Lending,2011,2011,Private,New Zealand,United States,76,,,
Active,Boost Capital,"Digital Lending, Digital Identity, Enterprise Tech Provisioning","Balance Sheet Business Lending, Balance Sheet Consumer Lending, KYC Solutions, Financial Management & Business Intelligence",2019,2020,Private,Cambodia,Singapore,11-50,,,
Active,Booomerang,Digital Capital Raising,Reward-Based Crowdfunding,,2011,Private,Denmark,Denmark,,,,
Active,Boomstarter,Digital Capital Raising,Reward-Based Crowdfunding,2012,2012,Private,Russian Federation,Russian Federation,11-50,,,
Active,Bondora,Digital Lending,P2P / Marketplace Consumer Lending,2008,2009,Private,Estonia,Estonia,76,,,
Active,BondEvalue,"Digital Lending, WealthTech, Enterprise Tech Provisioning, RegTech","Debt-Based Securities, Mini-Bonds, Digital Wealth Management, Robo Retirement / Pension Planning, Social Trading, Enterprise Blockchain, API Management, AI / ML / NLP, Financial Management & Business Intelligence, Market Monitoring",2016,2016,Private,Singapore,Singapore,1-10,,,
